Round,Player ID,Player Name,Position,Team ID,Team Name,Short Name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,yellow_cards,red_cards,bonus,penalties_saved,penalties_missed,saves,value
4,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,50
5,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,49
6,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,49
7,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,48
8,306,Valery,2,16,Southampton,SOU,3,90,0,1,0,4,0,0,0,0,0,0,0,48
9,306,Valery,2,16,Southampton,SOU,1,75,0,0,0,1,0,1,0,0,0,0,0,48
10,306,Valery,2,16,Southampton,SOU,-1,69,0,0,0,7,0,0,0,0,0,0,0,48
11,306,Valery,2,16,Southampton,SOU,2,74,0,0,0,1,0,0,0,0,0,0,0,47
12,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,47
13,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,47
14,306,Valery,2,16,Southampton,SOU,1,14,0,0,0,0,0,0,0,0,0,0,0,47
15,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,47
16,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
17,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
18,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
19,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
20,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
21,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
22,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
23,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
24,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
25,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
26,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
27,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
28,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
29,306,Valery,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,46
39,306,Valery,2,16,Southampton,SOU,6,89,0,0,1,0,0,0,0,0,0,0,0,46
40,306,Valery,2,16,Southampton,SOU,1,45,0,0,0,1,0,0,0,0,0,0,0,46
41,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
42,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
43,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
44,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
45,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
46,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
47,306,Valery,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,46
1,307,Bednarek,2,16,Southampton,SOU,1,90,0,0,0,3,0,0,0,0,0,0,0,45
2,307,Bednarek,2,16,Southampton,SOU,1,90,0,0,0,2,0,0,0,0,0,0,0,45
3,307,Bednarek,2,16,Southampton,SOU,7,90,0,0,1,0,0,0,0,1,0,0,0,45
4,307,Bednarek,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,45
5,307,Bednarek,2,16,Southampton,SOU,6,90,0,0,1,0,0,0,0,0,0,0,0,45
6,307,Bednarek,2,16,Southampton,SOU,1,90,0,0,0,3,0,0,0,0,0,0,0,45
7,307,Bednarek,2,16,Southampton,SOU,0,90,0,0,0,2,0,1,0,0,0,0,0,45
8,307,Bednarek,2,16,Southampton,SOU,0,90,0,0,0,4,0,0,0,0,0,0,0,45
9,307,Bednarek,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,45
10,307,Bednarek,2,16,Southampton,SOU,-2,90,0,0,0,9,0,0,0,0,0,0,0,45
11,307,Bednarek,2,16,Southampton,SOU,1,87,0,0,0,2,0,0,0,0,0,0,0,45
12,307,Bednarek,2,16,Southampton,SOU,1,90,0,0,0,2,0,0,0,0,0,0,0,45
13,307,Bednarek,2,16,Southampton,SOU,1,90,0,0,0,2,0,0,0,0,0,0,0,45
14,307,Bednarek,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,45
15,307,Bednarek,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,45
16,307,Bednarek,2,16,Southampton,SOU,1,90,0,0,0,2,0,0,0,0,0,0,0,44
17,307,Bednarek,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,44
18,307,Bednarek,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,44
19,307,Bednarek,2,16,Southampton,SOU,8,90,0,0,1,0,0,0,0,2,0,0,0,44
20,307,Bednarek,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,44
21,307,Bednarek,2,16,Southampton,SOU,5,90,0,0,1,0,0,1,0,0,0,0,0,44
22,307,Bednarek,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,44
23,307,Bednarek,2,16,Southampton,SOU,6,90,1,0,0,3,0,1,0,0,0,0,0,44
24,307,Bednarek,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
25,307,Bednarek,2,16,Southampton,SOU,0,90,0,0,0,4,0,0,0,0,0,0,0,44
26,307,Bednarek,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
27,307,Bednarek,2,16,Southampton,SOU,6,90,0,0,1,0,0,0,0,0,0,0,0,44
28,307,Bednarek,2,16,Southampton,SOU,1,90,0,0,0,3,0,0,0,0,0,0,0,44
29,307,Bednarek,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,44
39,307,Bednarek,2,16,Southampton,SOU,6,90,0,0,1,0,0,0,0,0,0,0,0,44
40,307,Bednarek,2,16,Southampton,SOU,1,90,0,0,0,2,0,0,0,0,0,0,0,44
41,307,Bednarek,2,16,Southampton,SOU,0,90,0,0,0,1,1,0,0,0,0,0,0,44
42,307,Bednarek,2,16,Southampton,SOU,6,90,0,0,1,0,0,0,0,0,0,0,0,44
43,307,Bednarek,2,16,Southampton,SOU,1,90,0,0,0,1,0,1,0,0,0,0,0,44
44,307,Bednarek,2,16,Southampton,SOU,6,90,0,1,0,2,0,0,0,2,0,0,0,44
45,307,Bednarek,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,44
46,307,Bednarek,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
47,307,Bednarek,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
1,308,Stephens,2,16,Southampton,SOU,1,72,0,0,0,2,0,0,0,0,0,0,0,45
2,308,Stephens,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,45
3,308,Stephens,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,45
4,308,Stephens,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,45
5,308,Stephens,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
6,308,Stephens,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
7,308,Stephens,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
8,308,Stephens,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
9,308,Stephens,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,43
10,308,Stephens,2,16,Southampton,SOU,-1,45,0,0,0,4,0,0,0,0,0,0,0,43
11,308,Stephens,2,16,Southampton,SOU,1,90,0,0,0,2,0,0,0,0,0,0,0,43
12,308,Stephens,2,16,Southampton,SOU,1,90,0,0,0,2,0,0,0,0,0,0,0,43
13,308,Stephens,2,16,Southampton,SOU,1,90,0,0,0,2,0,0,0,0,0,0,0,43
14,308,Stephens,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,43
15,308,Stephens,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,43
16,308,Stephens,2,16,Southampton,SOU,4,90,0,1,0,2,0,0,0,0,0,0,0,43
17,308,Stephens,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,43
18,308,Stephens,2,16,Southampton,SOU,10,90,1,0,0,1,0,0,0,2,0,0,0,43
19,308,Stephens,2,16,Southampton,SOU,6,90,0,0,1,0,0,0,0,0,0,0,0,43
20,308,Stephens,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,43
21,308,Stephens,2,16,Southampton,SOU,11,90,0,1,1,0,0,0,0,2,0,0,0,43
22,308,Stephens,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,43
23,308,Stephens,2,16,Southampton,SOU,1,90,0,0,0,3,0,0,0,0,0,0,0,43
24,308,Stephens,2,16,Southampton,SOU,11,90,0,1,1,0,0,0,0,2,0,0,0,44
25,308,Stephens,2,16,Southampton,SOU,-1,90,0,0,0,4,0,1,0,0,0,0,0,44
26,308,Stephens,2,16,Southampton,SOU,1,90,0,0,0,2,0,0,0,0,0,0,0,44
27,308,Stephens,2,16,Southampton,SOU,6,90,0,0,1,0,0,0,0,0,0,0,0,44
28,308,Stephens,2,16,Southampton,SOU,0,90,0,0,0,3,0,1,0,0,0,0,0,45
29,308,Stephens,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,45
39,308,Stephens,2,16,Southampton,SOU,6,90,0,0,1,0,0,0,0,0,0,0,0,44
40,308,Stephens,2,16,Southampton,SOU,-2,84,0,0,0,2,0,0,1,0,0,0,0,44
41,308,Stephens,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
42,308,Stephens,2,16,Southampton,SOU,6,90,0,0,1,0,0,0,0,0,0,0,0,44
43,308,Stephens,2,16,Southampton,SOU,1,90,0,0,0,1,0,1,0,0,0,0,0,44
44,308,Stephens,2,16,Southampton,SOU,0,90,0,0,0,2,0,1,0,0,0,0,0,44
45,308,Stephens,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
46,308,Stephens,2,16,Southampton,SOU,8,90,0,0,1,0,0,0,0,2,0,0,0,44
47,308,Stephens,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,44
1,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2,310,Yoshida,2,16,Southampton,SOU,1,90,0,0,0,2,0,0,0,0,0,0,0,45
3,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,45
4,310,Yoshida,2,16,Southampton,SOU,1,13,0,0,0,0,0,0,0,0,0,0,0,45
5,310,Yoshida,2,16,Southampton,SOU,7,90,0,0,1,0,0,0,0,1,0,0,0,44
6,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
7,310,Yoshida,2,16,Southampton,SOU,0,90,0,0,0,2,0,1,0,0,0,0,0,44
8,310,Yoshida,2,16,Southampton,SOU,0,90,0,0,0,4,0,0,0,0,0,0,0,44
9,310,Yoshida,2,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,44
10,310,Yoshida,2,16,Southampton,SOU,-2,90,0,0,0,9,0,0,0,0,0,0,0,44
11,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
12,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
13,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,44
14,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,43
15,310,Yoshida,2,16,Southampton,SOU,1,5,0,0,0,0,0,0,0,0,0,0,0,43
16,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,43
17,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,43
18,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,43
19,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,43
20,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,43
21,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,42
22,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,42
23,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,42
24,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,42
25,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,42
26,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,42
27,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,42
28,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,42
29,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,42
39,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,41
40,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,41
41,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,41
42,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,41
43,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,41
44,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,41
45,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,41
46,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,41
47,310,Yoshida,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,41
1,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,40
4,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,40
5,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,40
6,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,40
7,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,40
8,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,40
9,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,40
10,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,40
11,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,40
12,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,40
13,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
14,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
15,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
16,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
17,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
18,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
19,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
20,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
21,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
22,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
23,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
24,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
25,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
26,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
27,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
28,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
29,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
39,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
40,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
41,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
42,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
43,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
44,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
45,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
46,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
47,311,Ramsay,2,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,39
1,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
3,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
4,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
5,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
6,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
7,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
8,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
9,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
10,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
11,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
12,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
13,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
14,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
15,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
16,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
17,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
18,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
19,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
20,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
21,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
22,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
23,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
24,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
25,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
26,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
27,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
28,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
29,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
39,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
40,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
41,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
42,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
43,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
44,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
45,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
46,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
47,312,Austin,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,60
1,313,Ings,4,16,Southampton,SOU,2,65,0,0,0,1,0,0,0,0,0,0,0,60
2,313,Ings,4,16,Southampton,SOU,6,26,1,0,0,1,0,0,0,1,0,0,0,60
3,313,Ings,4,16,Southampton,SOU,5,83,0,1,1,0,0,0,0,0,0,0,0,60
4,313,Ings,4,16,Southampton,SOU,2,76,0,0,0,1,0,0,0,0,0,0,0,60
5,313,Ings,4,16,Southampton,SOU,1,16,0,0,0,0,0,0,0,0,0,0,0,60
6,313,Ings,4,16,Southampton,SOU,1,13,0,0,0,1,0,0,0,0,0,0,0,60
7,313,Ings,4,16,Southampton,SOU,9,82,1,0,0,2,0,0,0,3,0,0,0,59
8,313,Ings,4,16,Southampton,SOU,7,80,1,0,0,3,0,0,0,1,0,0,0,59
9,313,Ings,4,16,Southampton,SOU,9,90,1,0,0,1,0,0,0,3,0,0,0,59
10,313,Ings,4,16,Southampton,SOU,1,45,0,0,0,5,0,0,0,0,0,0,0,59
11,313,Ings,4,16,Southampton,SOU,2,83,0,0,0,1,0,0,0,0,0,0,0,60
12,313,Ings,4,16,Southampton,SOU,7,90,1,0,0,2,0,0,0,1,0,0,0,60
13,313,Ings,4,16,Southampton,SOU,6,72,1,0,0,1,0,1,0,1,0,0,0,60
14,313,Ings,4,16,Southampton,SOU,9,90,1,0,0,1,0,0,0,3,0,0,0,61
15,313,Ings,4,16,Southampton,SOU,9,76,1,0,0,1,0,0,0,3,0,0,0,62
16,313,Ings,4,16,Southampton,SOU,8,87,1,0,0,2,0,0,0,2,0,0,0,63
17,313,Ings,4,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,64
18,313,Ings,4,16,Southampton,SOU,13,86,2,0,0,1,0,0,0,3,0,0,0,64
19,313,Ings,4,16,Southampton,SOU,1,21,0,0,0,0,0,0,0,0,0,0,0,65
20,313,Ings,4,16,Southampton,SOU,9,90,1,0,0,1,0,0,0,3,0,0,0,66
21,313,Ings,4,16,Southampton,SOU,9,75,1,0,1,0,0,0,0,3,0,0,0,66
22,313,Ings,4,16,Southampton,SOU,5,90,1,0,0,1,0,1,0,0,0,0,0,67
23,313,Ings,4,16,Southampton,SOU,2,90,0,0,0,3,0,0,0,0,0,0,0,69
24,313,Ings,4,16,Southampton,SOU,1,20,0,0,0,0,0,0,0,0,0,0,0,70
25,313,Ings,4,16,Southampton,SOU,2,69,0,0,0,2,0,0,0,0,0,0,0,70
26,313,Ings,4,16,Southampton,SOU,7,90,1,0,0,2,0,0,0,1,0,0,0,70
27,313,Ings,4,16,Southampton,SOU,2,72,0,0,1,0,0,0,0,0,0,0,0,71
28,313,Ings,4,16,Southampton,SOU,1,36,0,0,0,1,0,0,0,0,0,0,0,71
29,313,Ings,4,16,Southampton,SOU,2,90,0,0,0,1,0,0,0,0,0,0,0,72
39,313,Ings,4,16,Southampton,SOU,11,87,1,1,1,0,0,1,0,3,0,0,0,71
40,313,Ings,4,16,Southampton,SOU,2,90,0,0,0,2,0,0,0,0,0,0,0,72
41,313,Ings,4,16,Southampton,SOU,13,90,2,0,0,1,0,0,0,3,0,0,0,72
42,313,Ings,4,16,Southampton,SOU,2,90,0,0,1,0,0,0,0,0,0,0,0,73
43,313,Ings,4,16,Southampton,SOU,9,90,1,0,0,1,0,0,0,3,0,0,0,73
44,313,Ings,4,16,Southampton,SOU,2,90,0,0,0,2,0,0,0,0,0,0,0,74
45,313,Ings,4,16,Southampton,SOU,7,90,1,0,0,1,0,0,0,1,0,0,0,75
46,313,Ings,4,16,Southampton,SOU,4,90,1,0,1,0,0,0,0,0,0,1,0,76
47,313,Ings,4,16,Southampton,SOU,8,90,1,0,0,1,0,0,0,2,0,0,0,76
1,314,Obafemi,4,16,Southampton,SOU,1,24,0,0,0,2,0,0,0,0,0,0,0,50
2,314,Obafemi,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3,314,Obafemi,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,50
4,314,Obafemi,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,50
5,314,Obafemi,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,50
6,314,Obafemi,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,50
7,314,Obafemi,4,16,Southampton,SOU,1,7,0,0,0,0,0,0,0,0,0,0,0,50
8,314,Obafemi,4,16,Southampton,SOU,1,17,0,0,0,1,0,0,0,0,0,0,0,50
9,314,Obafemi,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,49
10,314,Obafemi,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,49
11,314,Obafemi,4,16,Southampton,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,49
12,314,Obafemi,4,16,Southampton,SOU,1,1,0,0,0,0,0,0,0,0,0,0,0,49
13,314,Obafemi,4,16,Southampton,SOU,2,75,0,0,0,1,0,0,0,0,0,0,0,49
14,314,Obafemi,4,16,Southampton,SOU,1,56,0,0,0,1,0,0,0,0,0,0,0,49
